investor_id,date,loan_id,amount,principal_payment,interest_payment
4,2023-03-23,601,255.5479339,210.4169221,45.13101175
1,2023-03-23,673,487.8400061,397.7150061,90.125
1,2023-03-23,815,4892.630988,4585.766016,306.864972
1,2023-03-23,824,-5250,-5250,0
2,2023-03-23,824,-16000,-16000,0
4,2023-03-23,824,-500,-500,0
4,2023-03-23,830,255.5479339,173.2562672,82.29166667
1,2023-03-23,847,-5250,-5250,0
2,2023-03-23,847,-16000,-16000,0
3,2023-03-23,847,-27500,-27500,0
4,2023-03-23,847,-500,-500,0
1,2023-03-23,877,2683.253306,2004.814098,678.4392081
4,2023-03-23,877,255.5479339,190.934676,64.61325791
1,2023-03-23,975,487.8400061,397.7150061,90.125
3,2023-03-23,975,2555.352413,2083.26908,472.0833333
1,2023-03-23,997,4892.630988,4298.147562,594.4834259
3,2023-03-23,997,2050.245366,1801.128502,249.1168642
2,2023-03-24,23,2829.1611,2734.471736,94.68936324
3,2023-03-24,23,4862.62064,4699.873297,162.7473431
4,2023-03-24,23,88.41128436,85.45224176,2.959042601
5,2023-03-24,23,1768.225687,1709.044835,59.18085203
1,2023-03-24,39,-26250,-26250,0
4,2023-03-24,39,-2500,-2500,0
1,2023-03-24,40,487.8400061,425.7360789,62.10392725
2,2023-03-24,40,1486.750495,1297.481383,189.2691116
4,2023-03-24,40,46.46095297,40.54629323,5.914659738
5,2023-03-24,40,929.2190593,810.9258646,118.2931948
4,2023-03-24,152,46.46095297,42.67047875,3.790474215
3,2023-03-24,178,10053.41556,9628.474412,424.9411508
3,2023-03-24,199,1124.410909,787.4208584,336.9900506
1,2023-03-24,220,-26250,-26250,0
4,2023-03-24,220,-2500,-2500,0
1,2023-03-24,230,487.8400061,404.5424471,83.29755906
3,2023-03-24,230,2555.352413,2119.031866,436.3205475
4,2023-03-24,230,46.46095297,38.5278521,7.933100863
5,2023-03-24,230,929.2190593,770.5570421,158.6620173
1,2023-03-24,231,2683.253306,2434.814155,248.4391507
1,2023-03-24,293,487.8400061,455.7313807,32.10862546
5,2023-03-24,293,929.2190593,868.0597727,61.15928659
4,2023-03-24,330,-2500,-2500,0
2,2023-03-24,354,14018.11664,13817.75913,200.3575074
3,2023-03-24,354,19274.91038,18999.41881,275.4915727
5,2023-03-24,354,8761.3229,8636.099458,125.2234421
3,2023-03-24,357,2050.245366,1688.162033,362.0833333
4,2023-03-24,357,465.964856,383.6731893,82.29166667
1,2023-03-24,373,-26250,-26250,0
4,2023-03-24,373,-2500,-2500,0
1,2023-03-24,467,2683.253306,2004.814098,678.4392081
4,2023-03-24,467,255.5479339,190.934676,64.61325791
4,2023-03-24,527,-2500,-2500,0
1,2023-03-24,558,2683.253306,2434.814155,248.4391507
5,2023-03-24,567,929.2190593,797.2399127,131.9791466
1,2023-03-24,657,2683.253306,1940.925306,742.3279994
3,2023-03-24,657,1124.410909,813.3401283,311.0707807
1,2023-03-24,702,487.8400061,463.5547694,24.28523676
5,2023-03-24,702,929.2190593,882.9614655,46.25759382
2,2023-03-24,761,1486.750495,1254.055901,232.6945942
3,2023-03-24,761,2555.352413,2155.408579,399.9438338
1,2023-03-24,767,2683.253306,2138.969922,544.2833833
3,2023-03-24,767,1124.410909,896.3302532,228.0806559
3,2023-03-24,818,-11000,-11000,0
2,2023-03-24,869,1486.750495,1388.895636,97.85485854
3,2023-03-24,869,2555.352413,2387.164375,168.1880381
5,2023-03-24,869,929.2190593,868.0597727,61.15928659
3,2023-03-24,903,1124.410909,867.7662798,256.6446292
4,2023-03-24,903,255.5479339,197.219609,58.32832483
1,2023-03-24,934,2683.253306,2282.103031,401.1502747
3,2023-03-24,934,1124.410909,956.3098416,168.1010675
2,2023-03-24,948,1486.750495,1342.410605,144.3398902
3,2023-03-24,948,2555.352413,2307.268227,248.0841864
3,2023-03-24,978,2555.352413,2346.876331,208.4760818
4,2023-03-24,978,46.46095297,42.67047875,3.790474215
5,2023-03-24,978,929.2190593,853.409575,75.80948429
2,2023-03-25,49,1486.750495,1297.481383,189.2691116
4,2023-03-25,49,46.46095297,40.54629323,5.914659738
4,2023-03-25,79,465.964856,436.7396206,29.22523543
1,2023-03-25,92,487.8400061,425.7360789,62.10392725
2,2023-03-25,92,1486.750495,1297.481383,189.2691116
5,2023-03-25,92,929.2190593,810.9258646,118.2931948
1,2023-03-25,156,2683.253306,1940.925306,742.3279994
4,2023-03-25,156,255.5479339,184.8500292,70.69790471
2,2023-03-25,177,7311.574955,6423.067325,888.5076297
2,2023-03-25,180,1486.750495,1365.45532,121.2951749
3,2023-03-25,180,2555.352413,2346.876331,208.4760818
4,2023-03-25,180,46.46095297,42.67047875,3.790474215
5,2023-03-25,180,929.2190593,853.409575,75.80948429
1,2023-03-25,207,2683.253306,2282.103031,401.1502747
3,2023-03-25,207,1124.410909,956.3098416,168.1010675
4,2023-03-25,207,255.5479339,217.3431458,38.20478806
3,2023-03-25,209,1124.410909,867.7662798,256.6446292
4,2023-03-25,209,255.5479339,197.219609,58.32832483
2,2023-03-25,278,1486.750495,1275.58386,211.1666346
3,2023-03-25,278,2555.352413,2192.40976,362.9426532
5,2023-03-25,278,929.2190593,797.2399127,131.9791466
1,2023-03-25,316,-26250,-26250,0
1,2023-03-25,360,2683.253306,2004.814098,678.4392081
4,2023-03-25,378,255.5479339,184.8500292,70.69790471
2,2023-03-25,394,2829.1611,2781.413501,47.74759844
3,2023-03-25,394,4862.62064,4780.554455,82.06618481
4,2023-03-25,394,88.41128436,86.91917191,1.492112451
5,2023-03-25,394,1768.225687,1738.383438,29.84224902
1,2023-03-25,404,-26250,-26250,0
4,2023-03-25,404,-2500,-2500,0
1,2023-03-25,499,2683.253306,1819.190806,864.0625
4,2023-03-25,499,255.5479339,173.2562672,82.29166667
3,2023-03-25,532,1124.410909,762.3275757,362.0833333
2,2023-03-25,551,2829.1611,2554.494433,274.6666667
4,2023-03-25,551,88.41128436,79.82795103,8.583333333
1,2023-03-25,553,487.8400061,411.4870924,76.35291372
2,2023-03-25,553,1486.750495,1254.055901,232.6945942
4,2023-03-25,553,46.46095297,39.1892469,7.271706069
2,2023-03-25,573,7311.574955,6803.786539,507.7884154
1,2023-03-25,645,-26250,-26250,0
3,2023-03-25,645,-11000,-11000,0
4,2023-03-25,645,-2500,-2500,0
1,2023-03-25,653,2683.253306,2209.377682,473.8756234
4,2023-03-25,653,255.5479339,210.4169221,45.13101175
1,2023-03-25,670,-26250,-26250,0
3,2023-03-25,670,-11000,-11000,0
4,2023-03-25,670,-2500,-2500,0
4,2023-03-25,695,465.964856,436.7396206,29.22523543
1,2023-03-25,711,2683.253306,1819.190806,864.0625
4,2023-03-25,711,255.5479339,173.2562672,82.29166667
1,2023-03-25,758,2683.253306,2282.103031,401.1502747
4,2023-03-25,758,255.5479339,217.3431458,38.20478806
1,2023-03-25,777,2683.253306,2070.805895,612.4474107
1,2023-03-25,828,2683.253306,1940.925306,742.3279994
1,2023-03-25,876,2683.253306,1879.072503,804.1808026
1,2023-03-25,981,2683.253306,2070.805895,612.4474107
3,2023-03-25,981,1124.410909,867.7662798,256.6446292
4,2023-03-26,13,-2500,-2500,0
1,2023-03-26,89,2683.253306,2434.814155,248.4391507
2,2023-03-26,120,-16000,-16000,0
4,2023-03-26,120,-500,-500,0
5,2023-03-26,120,-10000,-10000,0
5,2023-03-26,143,8761.3229,8636.099458,125.2234421
1,2023-03-26,190,2683.253306,2434.814155,248.4391507
3,2023-03-26,190,1124.410909,1020.303074,104.1078346
4,2023-03-26,190,255.5479339,231.8870624,23.66087149
3,2023-03-26,192,-11000,-11000,0
4,2023-03-26,192,-2500,-2500,0
2,2023-03-26,242,-16000,-16000,0
3,2023-03-26,242,-27500,-27500,0
4,2023-03-26,242,-500,-500,0
5,2023-03-26,242,-10000,-10000,0
1,2023-03-26,258,487.8400061,463.5547694,24.28523676
2,2023-03-26,258,1486.750495,1412.738345,74.01215011
4,2023-03-26,258,46.46095297,44.14807328,2.312879691
5,2023-03-26,258,929.2190593,882.9614655,46.25759382
1,2023-03-26,270,4892.630988,4439.628253,453.0027354
3,2023-03-26,270,2050.245366,1860.415649,189.8297177
4,2023-03-26,270,465.964856,422.8217383,43.14311765
1,2023-03-26,348,2683.253306,2138.969922,544.2833833
3,2023-03-26,348,1124.410909,896.3302532,228.0806559
4,2023-03-26,348,255.5479339,203.7114212,51.8365127
1,2023-03-26,424,4892.630988,4298.147562,594.4834259
1,2023-03-26,425,487.8400061,433.0445482,54.7954579
2,2023-03-26,425,1486.750495,1319.754814,166.9956812
1,2023-03-26,434,928.3184858,867.2184731,61.10001269
2,2023-03-26,434,2829.1611,2642.951537,186.2095625
5,2023-03-26,434,1768.225687,1651.844711,116.3809766
1,2023-03-26,458,487.8400061,433.0445482,54.7954579
1,2023-03-26,490,-26250,-26250,0
3,2023-03-26,490,-11000,-11000,0
4,2023-03-26,490,-2500,-2500,0
5,2023-03-26,655,8761.3229,8390.996356,370.3265435
1,2023-03-26,722,928.3184858,838.1934858,90.125
2,2023-03-26,722,2829.1611,2554.494433,274.6666667
4,2023-03-26,722,88.41128436,79.82795103,8.583333333
5,2023-03-26,722,1768.225687,1596.559021,171.6666667
1,2023-03-26,747,2683.253306,1819.190806,864.0625
4,2023-03-26,747,255.5479339,173.2562672,82.29166667
1,2023-03-26,752,4892.630988,4161.175534,731.4554539
4,2023-03-26,752,465.964856,396.3024318,69.66242418
2,2023-03-26,780,1486.750495,1319.754814,166.9956812
4,2023-03-26,780,46.46095297,41.24233793,5.218615038
2,2023-03-26,789,7311.574955,7002.526845,309.0481096
4,2023-03-26,805,255.5479339,178.959286,76.58864787
3,2023-03-26,823,10053.41556,9490.856986,562.5585771
5,2023-03-26,823,4569.734347,4314.025903,255.7084441
1,2023-03-26,894,487.8400061,440.4784797,47.36152649
2,2023-03-26,894,1486.750495,1342.410605,144.3398902
3,2023-03-26,894,2555.352413,2307.268227,248.0841864
4,2023-03-26,894,46.46095297,41.9503314,4.51062157
2,2023-03-26,938,-80000,-80000,0
3,2023-03-26,938,-110000,-110000,0
2,2023-03-26,951,1486.750495,1388.895636,97.85485854
3,2023-03-26,951,2555.352413,2387.164375,168.1880381
4,2023-03-26,951,46.46095297,43.40298864,3.057964329
3,2023-03-26,987,2555.352413,2346.876331,208.4760818
4,2023-03-26,987,46.46095297,42.67047875,3.790474215
1,2023-03-27,2,-26250,-26250,0
1,2023-03-27,11,487.8400061,397.7150061,90.125
2,2023-03-27,11,1486.750495,1212.083828,274.6666667
3,2023-03-27,11,2555.352413,2083.26908,472.0833333
5,2023-03-27,11,929.2190593,757.5523927,171.6666667
1,2023-03-27,12,487.8400061,404.5424471,83.29755906
4,2023-03-27,12,46.46095297,38.5278521,7.933100863
5,2023-03-27,12,929.2190593,770.5570421,158.6620173
1,2023-03-27,81,2683.253306,1819.190806,864.0625
4,2023-03-27,81,255.5479339,173.2562672,82.29166667
2,2023-03-27,163,1486.750495,1412.738345,74.01215011
4,2023-03-27,163,46.46095297,44.14807328,2.312879691
4,2023-03-27,235,46.46095297,37.87761963,8.583333333
4,2023-03-27,383,-2500,-2500,0
1,2023-03-27,416,487.8400061,397.7150061,90.125
3,2023-03-27,416,2555.352413,2083.26908,472.0833333
4,2023-03-27,416,46.46095297,37.87761963,8.583333333
1,2023-03-27,446,2683.253306,2282.103031,401.1502747
4,2023-03-27,446,255.5479339,217.3431458,38.20478806
4,2023-03-27,506,255.5479339,210.4169221,45.13101175
2,2023-03-27,536,14018.11664,13233.70544,784.4111984
5,2023-03-27,536,8761.3229,8271.065901,490.256999
1,2023-03-27,549,487.8400061,448.0400269,39.79997925
3,2023-03-27,592,1124.410909,1053.888051,70.52285836
1,2023-03-27,620,2683.253306,2209.377682,473.8756234
4,2023-03-27,620,255.5479339,210.4169221,45.13101175
1,2023-03-27,727,928.3184858,882.1057236,46.21276224
4,2023-03-27,748,465.964856,422.8217383,43.14311765
1,2023-03-27,809,4892.630988,4161.175534,731.4554539
4,2023-03-27,809,465.964856,396.3024318,69.66242418
1,2023-03-27,880,487.8400061,455.7313807,32.10862546
5,2023-03-27,880,929.2190593,868.0597727,61.15928659
2,2023-03-27,931,1486.750495,1412.738345,74.01215011
3,2023-03-27,931,2555.352413,2428.14403,127.208383
4,2023-03-27,931,46.46095297,44.14807328,2.312879691
5,2023-03-27,931,929.2190593,882.9614655,46.25759382
5,2023-03-27,936,8761.3229,8512.665804,248.6570963
2,2023-03-27,983,1486.750495,1342.410605,144.3398902
4,2023-03-27,983,46.46095297,41.9503314,4.51062157
3,2023-03-28,9,1124.410909,840.1125742,284.2983348
4,2023-03-28,9,255.5479339,190.934676,64.61325791
1,2023-03-28,26,2683.253306,2138.969922,544.2833833
4,2023-03-28,26,255.5479339,203.7114212,51.8365127
2,2023-03-28,114,14018.11664,13233.70544,784.4111984
5,2023-03-28,114,8761.3229,8271.065901,490.256999
3,2023-03-28,154,-11000,-11000,0
1,2023-03-28,165,2683.253306,1819.190806,864.0625
4,2023-03-28,184,46.46095297,38.5278521,7.933100863
3,2023-03-28,228,1124.410909,1020.303074,104.1078346
1,2023-03-28,255,487.8400061,440.4784797,47.36152649
2,2023-03-28,255,1486.750495,1342.410605,144.3398902
4,2023-03-28,255,46.46095297,41.9503314,4.51062157
5,2023-03-28,255,929.2190593,839.0066279,90.2124314
3,2023-03-28,284,10053.41556,8959.777477,1093.638086
5,2023-03-28,284,4569.734347,4072.626126,497.1082209
1,2023-03-28,289,2683.253306,2209.377682,473.8756234
4,2023-03-28,289,255.5479339,210.4169221,45.13101175
2,2023-03-28,332,1486.750495,1388.895636,97.85485854
4,2023-03-28,332,46.46095297,43.40298864,3.057964329
1,2023-03-28,343,2683.253306,2138.969922,544.2833833
2,2023-03-28,381,1486.750495,1436.990353,49.76014186
3,2023-03-28,381,2555.352413,2469.827169,85.52524383
4,2023-03-28,381,46.46095297,44.90594853,1.555004433
1,2023-03-28,408,2683.253306,1879.072503,804.1808026
3,2023-03-28,498,1124.410909,840.1125742,284.2983348
4,2023-03-28,498,255.5479339,190.934676,64.61325791
4,2023-03-28,533,255.5479339,173.2562672,82.29166667
3,2023-03-28,543,10053.41556,8959.777477,1093.638086
3,2023-03-28,548,10053.41556,9355.206492,698.2090712
5,2023-03-28,548,4569.734347,4252.366587,317.3677596
1,2023-03-28,676,2683.253306,2209.377682,473.8756234
3,2023-03-28,676,1124.410909,925.8344573,198.5764517
4,2023-03-28,676,255.5479339,210.4169221,45.13101175
1,2023-03-28,681,-26250,-26250,0
3,2023-03-28,681,-11000,-11000,0
4,2023-03-28,681,-2500,-2500,0
4,2023-03-28,859,465.964856,383.6731893,82.29166667
1,2023-03-28,868,4892.630988,4028.568488,864.0625
4,2023-03-28,868,465.964856,383.6731893,82.29166667
3,2023-03-28,921,1124.410909,925.8344573,198.5764517
1,2023-03-28,939,2683.253306,2004.814098,678.4392081
4,2023-03-28,939,255.5479339,190.934676,64.61325791
1,2023-03-28,947,2683.253306,1940.925306,742.3279994
4,2023-03-28,947,255.5479339,184.8500292,70.69790471
2,2023-03-28,967,2829.1611,2734.471736,94.68936324
3,2023-03-28,967,4862.62064,4699.873297,162.7473431
4,2023-03-28,967,88.41128436,85.45224176,2.959042601
4,2023-03-28,986,465.964856,383.6731893,82.29166667
1,2023-03-29,30,487.8400061,418.5509542,69.28905197
2,2023-03-29,30,1486.750495,1275.58386,211.1666346
4,2023-03-29,30,46.46095297,39.86199564,6.59895733
5,2023-03-29,30,929.2190593,797.2399127,131.9791466
1,2023-03-29,140,2683.253306,1940.925306,742.3279994
4,2023-03-29,140,255.5479339,184.8500292,70.69790471
1,2023-03-29,240,2683.253306,2070.805895,612.4474107
2,2023-03-29,285,2829.1611,2734.471736,94.68936324
5,2023-03-29,285,1768.225687,1709.044835,59.18085203
1,2023-03-29,420,487.8400061,411.4870924,76.35291372
2,2023-03-29,420,1486.750495,1254.055901,232.6945942
4,2023-03-29,420,46.46095297,39.1892469,7.271706069
5,2023-03-29,420,929.2190593,783.784938,145.4341214
1,2023-03-29,451,-5250,-5250,0
2,2023-03-29,451,-16000,-16000,0
4,2023-03-29,451,-500,-500,0
5,2023-03-29,451,-10000,-10000,0
1,2023-03-29,455,2683.253306,2138.969922,544.2833833
3,2023-03-29,583,1124.410909,925.8344573,198.5764517
4,2023-03-29,583,255.5479339,210.4169221,45.13101175
2,2023-03-29,632,7311.574955,6423.067325,888.5076297
5,2023-03-29,632,4569.734347,4014.417078,555.3172686
1,2023-03-29,677,2683.253306,2357.222256,326.0310499
4,2023-03-29,677,255.5479339,224.4973577,31.05057618
1,2023-03-29,697,-26250,-26250,0
4,2023-03-29,697,-2500,-2500,0
1,2023-03-29,743,4892.630988,4161.175534,731.4554539
1,2023-03-29,842,2683.253306,2357.222256,326.0310499
3,2023-03-29,842,1124.410909,987.7883739,136.6225352
4,2023-03-29,842,255.5479339,224.4973577,31.05057618
1,2023-03-29,845,4892.630988,4028.568488,864.0625
4,2023-03-29,845,465.964856,383.6731893,82.29166667
2,2023-03-29,874,2829.1611,2688.322205,140.8388944
5,2023-03-29,874,1768.225687,1680.201378,88.02430902
1,2023-03-29,905,487.8400061,411.4870924,76.35291372
4,2023-03-29,905,46.46095297,39.1892469,7.271706069
5,2023-03-29,905,929.2190593,783.784938,145.4341214
1,2023-03-29,933,928.3184858,867.2184731,61.10001269
3,2023-03-29,933,4862.62064,4542.572954,320.0476855
4,2023-03-29,933,88.41128436,82.59223553,5.819048828
1,2023-03-29,942,2683.253306,2070.805895,612.4474107
4,2023-03-29,942,255.5479339,197.219609,58.32832483
2,2023-03-29,955,14018.11664,13425.59417,592.5224695
5,2023-03-29,955,8761.3229,8390.996356,370.3265435
1,2023-03-29,973,4892.630988,4736.714147,155.9168407
3,2023-03-29,973,2050.245366,1984.908786,65.33658086
4,2023-03-29,973,465.964856,451.1156331,14.84922292
1,2023-03-29,988,4892.630988,4736.714147,155.9168407
3,2023-03-29,988,2050.245366,1984.908786,65.33658086
4,2023-03-29,988,465.964856,451.1156331,14.84922292
5,2023-03-29,998,4569.734347,4191.588553,378.1457937
3,2023-03-30,5,1124.410909,987.7883739,136.6225352
1,2023-03-30,109,4892.630988,4028.568488,864.0625
4,2023-03-30,109,465.964856,383.6731893,82.29166667
1,2023-03-30,169,-26250,-26250,0
3,2023-03-30,169,-11000,-11000,0
4,2023-03-30,169,-2500,-2500,0
2,2023-03-30,170,2829.1611,2598.346587,230.8145122
5,2023-03-30,170,1768.225687,1623.966617,144.2590701
4,2023-03-30,176,255.5479339,178.959286,76.58864787
1,2023-03-30,269,487.8400061,418.5509542,69.28905197
3,2023-03-30,269,2555.352413,2192.40976,362.9426532
3,2023-03-30,282,1124.410909,1053.888051,70.52285836
4,2023-03-30,282,255.5479339,239.5200115,16.02792235
1,2023-03-30,302,4892.630988,4298.147562,594.4834259
3,2023-03-30,302,2050.245366,1801.128502,249.1168642
3,2023-03-30,315,2555.352413,2268.328586,287.0238271
1,2023-03-30,338,-26250,-26250,0
4,2023-03-30,338,-2500,-2500,0
1,2023-03-30,371,2683.253306,2138.969922,544.2833833
3,2023-03-30,371,1124.410909,896.3302532,228.0806559
1,2023-03-30,421,4892.630988,4736.714147,155.9168407
3,2023-03-30,421,2050.245366,1984.908786,65.33658086
4,2023-03-30,421,465.964856,451.1156331,14.84922292
1,2023-03-30,432,928.3184858,838.1934858,90.125
3,2023-03-30,432,4862.62064,4390.537307,472.0833333
4,2023-03-30,432,88.41128436,79.82795103,8.583333333
5,2023-03-30,432,1768.225687,1596.559021,171.6666667
1,2023-03-30,510,2683.253306,1879.072503,804.1808026
5,2023-03-30,555,8761.3229,8512.665804,248.6570963
4,2023-03-30,597,46.46095297,39.86199564,6.59895733
2,2023-03-30,628,7311.574955,6423.067325,888.5076297
5,2023-03-30,628,4569.734347,4014.417078,555.3172686
1,2023-03-30,668,487.8400061,404.5424471,83.29755906
3,2023-03-30,668,2555.352413,2119.031866,436.3205475
4,2023-03-30,668,46.46095297,38.5278521,7.933100863
5,2023-03-30,668,929.2190593,770.5570421,158.6620173
3,2023-03-30,689,1124.410909,787.4208584,336.9900506
4,2023-03-30,689,255.5479339,178.959286,76.58864787
4,2023-03-30,802,-2500,-2500,0
1,2023-03-30,848,928.3184858,882.1057236,46.21276224
5,2023-03-30,848,1768.225687,1680.201378,88.02430902
3,2023-03-30,855,4862.62064,4390.537307,472.0833333
4,2023-03-30,855,88.41128436,79.82795103,8.583333333
5,2023-03-30,855,1768.225687,1596.559021,171.6666667
1,2023-03-30,890,487.8400061,455.7313807,32.10862546
3,2023-03-30,890,2555.352413,2387.164375,168.1880381
5,2023-03-30,890,929.2190593,868.0597727,61.15928659
3,2023-03-30,899,-110000,-110000,0
4,2023-03-30,945,255.5479339,203.7114212,51.8365127
1,2023-03-30,994,487.8400061,425.7360789,62.10392725
4,2023-03-30,994,46.46095297,40.54629323,5.914659738
1,2023-03-31,21,487.8400061,471.5124596,16.32754655
2,2023-03-31,21,1486.750495,1436.990353,49.76014186
1,2023-03-31,64,-26250,-26250,0
4,2023-03-31,64,-2500,-2500,0
1,2023-03-31,215,2683.253306,2209.377682,473.8756234
4,2023-03-31,215,255.5479339,210.4169221,45.13101175
2,2023-03-31,217,1486.750495,1365.45532,121.2951749
4,2023-03-31,217,46.46095297,42.67047875,3.790474215
5,2023-03-31,217,929.2190593,853.409575,75.80948429
1,2023-03-31,241,2683.253306,2004.814098,678.4392081
3,2023-03-31,241,1124.410909,840.1125742,284.2983348
1,2023-03-31,296,487.8400061,448.0400269,39.79997925
2,2023-03-31,296,1486.750495,1365.45532,121.2951749
3,2023-03-31,296,2555.352413,2346.876331,208.4760818
4,2023-03-31,296,46.46095297,42.67047875,3.790474215
1,2023-03-31,299,2683.253306,1940.925306,742.3279994
4,2023-03-31,299,255.5479339,184.8500292,70.69790471
1,2023-03-31,362,-5250,-5250,0
2,2023-03-31,362,-16000,-16000,0
5,2023-03-31,362,-10000,-10000,0
1,2023-03-31,376,2683.253306,2070.805895,612.4474107
4,2023-03-31,376,255.5479339,197.219609,58.32832483
1,2023-03-31,395,2683.253306,2282.103031,401.1502747
4,2023-03-31,395,255.5479339,217.3431458,38.20478806
1,2023-03-31,484,4892.630988,4161.175534,731.4554539
4,2023-03-31,484,465.964856,396.3024318,69.66242418
3,2023-03-31,545,1124.410909,1053.888051,70.52285836
4,2023-03-31,545,255.5479339,239.5200115,16.02792235
1,2023-03-31,566,4892.630988,4736.714147,155.9168407
3,2023-03-31,566,2050.245366,1984.908786,65.33658086
4,2023-03-31,566,465.964856,451.1156331,14.84922292
2,2023-03-31,577,14018.11664,13044.55933,973.5573087
3,2023-03-31,577,19274.91038,17936.26908,1338.641299
5,2023-03-31,577,8761.3229,8152.849582,608.473318
4,2023-03-31,621,255.5479339,239.5200115,16.02792235
2,2023-03-31,706,7311.574955,6423.067325,888.5076297
1,2023-03-31,710,2683.253306,2209.377682,473.8756234
4,2023-03-31,710,255.5479339,210.4169221,45.13101175
1,2023-03-31,775,2683.253306,1940.925306,742.3279994
1,2023-03-31,816,487.8400061,425.7360789,62.10392725
2,2023-03-31,816,1486.750495,1297.481383,189.2691116
4,2023-03-31,816,46.46095297,40.54629323,5.914659738
3,2023-03-31,928,19274.91038,17936.26908,1338.641299
1,2023-03-31,974,487.8400061,448.0400269,39.79997925
2,2023-03-31,974,1486.750495,1365.45532,121.2951749
4,2023-03-31,974,46.46095297,42.67047875,3.790474215
1,2023-04-01,4,487.8400061,440.4784797,47.36152649
2,2023-04-01,4,1486.750495,1342.410605,144.3398902
4,2023-04-01,4,46.46095297,41.9503314,4.51062157
1,2023-04-01,7,487.8400061,448.0400269,39.79997925
2,2023-04-01,7,1486.750495,1365.45532,121.2951749
3,2023-04-01,7,2555.352413,2346.876331,208.4760818
5,2023-04-01,7,929.2190593,853.409575,75.80948429
1,2023-04-01,32,487.8400061,411.4870924,76.35291372
2,2023-04-01,32,1486.750495,1254.055901,232.6945942
4,2023-04-01,32,46.46095297,39.1892469,7.271706069
1,2023-04-01,38,487.8400061,404.5424471,83.29755906
2,2023-04-01,38,1486.750495,1232.891267,253.8592276
3,2023-04-01,38,2555.352413,2119.031866,436.3205475
4,2023-04-01,38,46.46095297,38.5278521,7.933100863
3,2023-04-01,77,2555.352413,2155.408579,399.9438338
4,2023-04-01,77,46.46095297,39.1892469,7.271706069
1,2023-04-01,85,2683.253306,2282.103031,401.1502747
4,2023-04-01,85,255.5479339,217.3431458,38.20478806
1,2023-04-01,88,928.3184858,867.2184731,61.10001269
2,2023-04-01,88,2829.1611,2642.951537,186.2095625
3,2023-04-01,88,4862.62064,4542.572954,320.0476855
2,2023-04-01,91,14018.11664,13817.75913,200.3575074
3,2023-04-01,91,19274.91038,18999.41881,275.4915727
1,2023-04-01,95,928.3184858,867.2184731,61.10001269
2,2023-04-01,95,2829.1611,2642.951537,186.2095625
4,2023-04-01,95,88.41128436,82.59223553,5.819048828
1,2023-04-01,106,2683.253306,2004.814098,678.4392081
4,2023-04-01,106,255.5479339,190.934676,64.61325791
1,2023-04-01,119,2683.253306,2434.814155,248.4391507
4,2023-04-01,119,255.5479339,231.8870624,23.66087149
1,2023-04-01,198,2683.253306,2514.960121,168.2931847
1,2023-04-01,201,487.8400061,440.4784797,47.36152649
2,2023-04-01,201,1486.750495,1342.410605,144.3398902
5,2023-04-01,201,929.2190593,839.0066279,90.2124314
1,2023-04-01,266,928.3184858,882.1057236,46.21276224
2,2023-04-01,266,2829.1611,2688.322205,140.8388944
4,2023-04-01,266,88.41128436,84.01006891,4.401215451
4,2023-04-01,310,255.5479339,190.934676,64.61325791
1,2023-04-01,311,2683.253306,2070.805895,612.4474107
1,2023-04-01,321,2683.253306,1879.072503,804.1808026
3,2023-04-01,321,1124.410909,787.4208584,336.9900506
1,2023-04-01,329,2683.253306,1940.925306,742.3279994
2,2023-04-01,339,7311.574955,6803.786539,507.7884154
5,2023-04-01,339,1827.893739,1700.946635,126.9471039
1,2023-04-01,388,487.8400061,397.7150061,90.125
2,2023-04-01,388,1486.750495,1212.083828,274.6666667
3,2023-04-01,388,2555.352413,2083.26908,472.0833333
5,2023-04-01,388,929.2190593,757.5523927,171.6666667
1,2023-04-01,393,2683.253306,1879.072503,804.1808026
3,2023-04-01,393,1124.410909,787.4208584,336.9900506
4,2023-04-01,393,255.5479339,178.959286,76.58864787
2,2023-04-01,418,1486.750495,1319.754814,166.9956812
3,2023-04-01,418,2555.352413,2268.328586,287.0238271
4,2023-04-01,418,46.46095297,41.24233793,5.218615038
5,2023-04-01,418,929.2190593,824.8467586,104.3723008
1,2023-04-01,537,-5250,-5250,0
3,2023-04-01,537,-27500,-27500,0
4,2023-04-01,537,-500,-500,0
1,2023-04-01,556,4892.630988,4028.568488,864.0625
4,2023-04-01,556,465.964856,383.6731893,82.29166667
1,2023-04-01,572,487.8400061,397.7150061,90.125
5,2023-04-01,572,929.2190593,757.5523927,171.6666667
4,2023-04-01,604,255.5479339,239.5200115,16.02792235
1,2023-04-01,618,4892.630988,4585.766016,306.864972
1,2023-04-01,638,487.8400061,411.4870924,76.35291372
4,2023-04-01,638,46.46095297,39.1892469,7.271706069
5,2023-04-01,638,929.2190593,783.784938,145.4341214
1,2023-04-01,728,2683.253306,2282.103031,401.1502747
4,2023-04-01,728,255.5479339,217.3431458,38.20478806
1,2023-04-01,783,2683.253306,2357.222256,326.0310499
3,2023-04-01,792,10053.41556,9355.206492,698.2090712
1,2023-04-01,808,2683.253306,2357.222256,326.0310499
4,2023-04-01,808,255.5479339,224.4973577,31.05057618
3,2023-04-01,970,1124.410909,896.3302532,228.0806559
4,2023-04-01,970,255.5479339,203.7114212,51.8365127
2,2023-04-02,33,2829.1611,2642.951537,186.2095625
